,goals,passes,possession,shots,shots_on_target,xg,opp_goals,opp_passes,opp_shots,opp_shots_on_target,opp_xg,Win,Draw
301,2,371.0,39.0,6.0,5.0,1.09,1,576.0,14.0,2.0,1.29,1,0
302,2,338.0,43.0,17.0,5.0,1.77,0,453.0,11.0,4.0,1.17,1,0
303,0,394.0,34.2,4.0,0.0,0.46,1,781.0,12.0,4.0,1.57,0,0
304,4,681.0,64.9,11.0,8.0,1.58,1,355.0,7.0,3.0,1.0,1,0
305,1,235.0,23.4,5.0,4.0,0.87,3,783.0,14.0,6.0,1.74,0,0
306,1,318.0,54.3,20.0,5.0,1.94,2,287.0,3.0,2.0,0.72,0,0
307,1,239.0,28.9,8.0,3.0,1.03,2,592.0,21.0,3.0,1.47,0,0
308,2,445.0,48.7,14.0,3.0,1.4,1,485.0,11.0,2.0,1.15,1,0
309,3,883.0,73.7,15.0,6.0,1.79,1,313.0,7.0,2.0,0.76,1,0
310,6,729.0,67.3,18.0,8.0,2.07,1,341.0,13.0,6.0,1.56,1,0
311,1,564.0,70.5,20.0,8.0,2.25,1,235.0,11.0,5.0,1.34,0,1
312,3,537.0,58.4,19.0,9.0,2.2,0,382.0,16.0,3.0,1.54,1,0
313,1,332.0,35.8,7.0,3.0,0.9,1,600.0,23.0,7.0,2.05,0,1
314,1,381.0,42.9,23.0,6.0,1.97,0,513.0,7.0,2.0,0.98,1,0
315,1,473.0,48.9,21.0,4.0,1.53,5,504.0,9.0,7.0,1.56,0,0
316,0,515.0,49.4,7.0,2.0,0.99,0,528.0,6.0,2.0,0.91,0,1
317,0,346.0,34.7,15.0,6.0,1.56,3,651.0,21.0,6.0,1.74,0,0
318,1,425.0,50.4,12.0,4.0,1.37,2,425.0,13.0,6.0,1.59,0,0
319,1,409.0,45.8,11.0,5.0,1.29,2,487.0,16.0,5.0,1.6,0,0
320,2,578.0,49.6,9.0,4.0,1.27,1,583.0,7.0,5.0,1.2,1,0
321,4,542.0,59.6,16.0,9.0,2.14,1,365.0,9.0,4.0,1.17,1,0
322,0,290.0,26.9,5.0,3.0,0.92,3,823.0,13.0,4.0,1.32,0,0
323,0,525.0,59.6,17.0,2.0,1.52,1,366.0,8.0,4.0,1.19,0,0
324,0,520.0,63.9,14.0,2.0,1.46,2,302.0,10.0,3.0,0.97,0,0
325,4,462.0,46.6,15.0,7.0,1.6,1,531.0,17.0,7.0,1.63,1,0
326,2,510.0,49.8,9.0,2.0,0.97,1,515.0,18.0,4.0,1.48,1,0
327,1,713.0,78.5,29.0,5.0,2.33,0,194.0,6.0,1.0,0.69,1,0
328,1,599.0,62.2,15.0,4.0,1.26,1,359.0,8.0,4.0,1.23,0,1
329,0,257.0,32.8,6.0,0.0,0.85,3,534.0,12.0,4.0,1.35,0,0
330,1,445.0,49.9,15.0,3.0,1.44,0,461.0,7.0,0.0,0.77,1,0
331,2,446.0,49.1,19.0,3.0,1.44,1,444.0,15.0,3.0,1.58,1,0
332,2,445.0,54.3,13.0,3.0,1.36,0,367.0,12.0,2.0,1.21,1,0
333,2,590.0,70.9,15.0,4.0,1.5,1,232.0,19.0,2.0,1.29,1,0
334,4,623.0,61.9,24.0,8.0,2.35,2,382.0,15.0,6.0,1.58,1,0
335,0,548.0,58.4,10.0,2.0,1.22,1,400.0,10.0,5.0,1.24,0,0
336,2,650.0,74.4,28.0,9.0,2.76,2,228.0,6.0,4.0,0.86,0,1
337,2,239.0,23.8,7.0,2.0,0.76,1,767.0,12.0,4.0,1.45,1,0
338,3,477.0,54.7,20.0,9.0,1.97,0,400.0,4.0,0.0,0.56,1,0
339,2,304.0,32.8,6.0,2.0,0.98,1,608.0,23.0,6.0,2.32,1,0
340,3,269.0,31.5,9.0,3.0,1.0,1,591.0,18.0,5.0,1.88,1,0
341,1,308.0,29.9,11.0,7.0,1.46,2,714.0,15.0,7.0,1.97,0,0
342,3,461.0,61.0,17.0,11.0,2.07,1,295.0,9.0,5.0,1.18,1,0
343,3,491.0,57.0,25.0,12.0,2.58,3,379.0,11.0,3.0,1.18,0,1
344,0,748.0,71.6,17.0,6.0,1.56,0,296.0,6.0,2.0,0.95,0,1
345,1,361.0,42.9,9.0,2.0,0.87,2,483.0,16.0,8.0,2.08,0,0
346,0,350.0,34.9,14.0,3.0,1.29,2,687.0,16.0,7.0,1.77,0,0
347,2,494.0,54.3,13.0,6.0,1.61,2,410.0,13.0,6.0,1.35,0,1
348,0,527.0,51.9,9.0,1.0,0.92,2,480.0,17.0,4.0,1.54,0,0
349,0,406.0,36.8,12.0,1.0,0.93,2,702.0,8.0,5.0,1.36,0,0
350,3,285.0,29.6,11.0,3.0,1.01,1,690.0,11.0,1.0,1.03,1,0
351,1,324.0,32.0,12.0,3.0,1.35,1,711.0,7.0,4.0,1.15,0,1
352,1,401.0,49.0,11.0,4.0,1.49,5,417.0,13.0,6.0,1.41,0,0
353,0,487.0,62.4,31.0,5.0,2.19,0,303.0,9.0,4.0,1.21,0,1
354,1,286.0,29.8,11.0,5.0,1.34,1,685.0,14.0,5.0,1.76,0,1
355,2,320.0,33.9,10.0,5.0,1.27,1,613.0,11.0,4.0,1.63,1,0
356,4,723.0,75.0,16.0,8.0,1.97,0,233.0,6.0,2.0,0.87,1,0
357,3,634.0,64.7,16.0,10.0,1.96,1,335.0,10.0,2.0,1.11,1,0
358,5,599.0,56.7,10.0,7.0,1.46,0,449.0,14.0,4.0,1.38,1,0
359,1,392.0,35.0,11.0,2.0,1.23,2,729.0,10.0,4.0,1.45,0,0
360,5,650.0,64.8,16.0,7.0,1.82,1,346.0,13.0,5.0,1.25,1,0
361,2,480.0,46.5,11.0,1.0,1.05,0,546.0,9.0,0.0,0.82,1,0
362,1,374.0,45.5,17.0,2.0,1.48,3,468.0,13.0,4.0,1.32,0,0
363,5,627.0,61.6,19.0,10.0,2.31,0,392.0,5.0,3.0,0.83,1,0
364,1,780.0,75.6,20.0,7.0,2.51,0,255.0,2.0,1.0,0.48,1,0
365,2,380.0,40.9,14.0,4.0,1.49,0,566.0,14.0,4.0,1.19,1,0
366,3,753.0,68.3,17.0,4.0,1.84,0,350.0,3.0,1.0,0.59,1,0
367,2,676.0,78.8,27.0,11.0,3.07,0,185.0,4.0,1.0,0.51,1,0
368,2,687.0,65.3,26.0,10.0,2.71,0,364.0,5.0,1.0,0.71,1,0
369,4,338.0,32.1,12.0,7.0,1.36,0,716.0,11.0,7.0,1.89,1,0
370,1,779.0,72.1,10.0,3.0,1.51,1,301.0,5.0,2.0,0.79,0,1
371,1,532.0,58.8,13.0,4.0,1.47,1,371.0,15.0,3.0,1.42,0,1
372,2,588.0,68.5,17.0,3.0,1.54,1,274.0,9.0,1.0,0.82,1,0
373,1,228.0,25.8,10.0,6.0,1.4,3,681.0,18.0,12.0,2.23,0,0
374,1,646.0,76.3,19.0,3.0,1.78,1,204.0,8.0,5.0,1.13,0,1
375,1,315.0,45.5,25.0,7.0,2.14,1,385.0,13.0,5.0,1.49,0,1
376,2,447.0,44.8,10.0,7.0,1.34,2,545.0,9.0,4.0,1.12,0,1
377,3,527.0,52.1,13.0,8.0,1.65,1,473.0,18.0,5.0,1.78,1,0
378,2,284.0,29.9,6.0,2.0,0.84,1,678.0,17.0,3.0,1.56,1,0
379,0,336.0,38.8,4.0,1.0,0.77,2,546.0,15.0,4.0,1.43,0,0
